RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1024,15678574,Kim,719,Spain,Male,66,9.0,68353.1327948119,2,99,1,199994.42990408486,1
1025,15579155,Jones,417,France,Male,19,4.0,227164.59075838284,1,0,1,86617.84101712615,1
1026,15427199,Kim,340,Germany,Female,44,10.0,111978.02247883053,2,99,1,124515.87192938487,1
1027,15813838,Lee,384,France,Male,44,2.0,45734.224966909,2,1,0,30891.39739932586,1
1028,15072199,Kim,342,France,Male,69,8.0,105822.59833540933,2,1,1,144336.30800117677,1
1029,15631401,Williams,802,France,Male,53,6.0,210317.8662829082,1,1,0,21516.677722565815,1
1030,15599772,Smith,512,Germany,Male,34,8.0,228763.28385293134,3,1,1,194051.45646907247,1
1031,15016069,Kim,716,Spain,Female,44,5.0,18540.099836374902,4,1,1,181107.9596694171,1
1032,15543170,Brown,675,unknown,Female,20,6.0,243989.16350767828,1,0,1,12475.746584538678,1
1033,15061427,Brown,308,France,Female,50,2.0,94116.56926638847,4,99,1,61458.130539153324,0
1034,15885322,Brown,848,unknown,Male,25,7.0,42419.578277540066,4,1,1,163817.2405285959,1
1035,15582402,Muller,678,Germany,Female,29,5.0,93183.76187396189,3,1,0,,0
1036,15483152,Williams,658,Germany,Male,64,10.0,37920.41584343435,4,99,1,16593.825917476806,1
1037,15949708,Muller,467,unknown,other,57,2.0,193468.05797484887,3,1,0,138907.88396970544,1
1038,15633777,Brown,429,unknown,Female,37,0.0,85908.16965842078,4,99,0,56304.71417908641,0
1039,15451506,Williams,533,unknown,other,57,10.0,166643.1434584377,3,0,0,2145.7593716479555,0
1040,15268833,Williams,419,Germany,Female,29,8.0,97460.932921099,2,1,0,27685.238415529995,0
1041,15664346,Muller,405,Germany,other,37,6.0,37104.75056376807,4,99,0,41260.79452055755,0
1042,15066257,Smith,830,unknown,Male,34,0.0,96229.53882036933,4,99,1,152568.41489641095,1
1043,15035770,Garcia,567,Spain,Female,65,5.0,85627.09422523402,4,1,1,188867.678369461,1
1044,15740062,Kim,774,Germany,Female,42,3.0,12300.810321108493,2,1,1,61141.76967221764,0
1045,15244829,Brown,654,Germany,Male,28,3.0,69160.39644711981,4,99,1,131459.2825049762,1
1046,15114120,Garcia,762,unknown,Male,38,3.0,31936.901461990914,4,0,0,153257.52267532863,0
1047,15138787,Smith,533,unknown,Male,65,9.0,221080.30743684355,4,99,0,81919.7849023763,1
1048,15593976,Garcia,389,France,other,56,5.0,207156.06184699674,2,1,0,67724.50586293188,0
1049,15548998,Muller,429,France,Male,58,10.0,79260.863010846,1,0,0,8288.032843939625,0
1050,15451488,Kim,743,Spain,Female,23,10.0,62684.29152409647,4,1,1,18504.36523469225,0
1051,15561176,Williams,839,Spain,other,68,3.0,184984.89487984567,3,1,1,134146.79197769778,0
1052,15439578,Garcia,323,Germany,other,49,5.0,198395.2652734661,1,0,0,122851.95160472812,0
1053,15852756,Garcia,507,Germany,Female,36,9.0,46757.83965055342,2,99,0,107415.67936792132,0
1054,15255979,Muller,751,Spain,other,51,6.0,219685.10812475937,3,0,0,163421.80188203207,0
1055,15686619,Smith,739,Germany,Male,30,0.0,150457.833222789,4,99,0,68846.77784261381,1
1056,15596251,Brown,445,unknown,Female,36,6.0,154269.9936240334,2,1,1,98139.30595920929,0
1057,15511619,Brown,580,unknown,Female,60,10.0,100244.5158575692,2,0,0,129407.21691030925,1
1058,15963518,Garcia,363,France,Female,32,5.0,420.67797778705005,3,0,1,173088.33778019546,1
1059,15915723,Williams,569,Spain,Male,28,4.0,135185.47003325925,3,1,1,162696.85940705033,0
1060,15977973,Kim,336,France,Female,59,8.0,188502.26435842123,3,1,1,16231.579974064694,1
1061,15907937,Kim,508,France,other,28,4.0,69385.3141599068,2,0,0,66758.42501543477,0
1062,15867514,Muller,674,unknown,other,47,10.0,161046.6451130441,2,1,0,52993.59111082035,1
1063,15051667,Williams,691,Spain,Male,45,0.0,74032.2471558552,4,99,1,153230.17252861054,1
1064,15236805,Muller,844,Germany,other,45,7.0,115770.19291852701,4,99,1,12669.325741996552,1
1065,15355821,Jones,666,Spain,Male,58,4.0,128190.21665597151,4,1,0,121612.10457911216,1
1066,15437983,Muller,732,unknown,Female,61,8.0,58453.18671954555,3,1,0,189445.03383277115,1
1067,15308351,Williams,801,Germany,Female,21,5.0,184666.91962634725,3,1,0,56065.64656073835,0
1068,15594153,Jones,752,Germany,Male,21,5.0,9183.576731573761,3,0,1,71305.12751865973,0
1069,15418585,Garcia,365,France,Male,57,3.0,207244.90926831335,3,1,1,35374.20478826575,1
1070,15624059,Smith,699,unknown,other,25,10.0,140076.52662049283,4,0,1,158039.4737504598,1
1071,15449448,Lee,746,France,Female,68,4.0,74130.89292385972,1,1,1,16395.73123893572,1
1072,15463425,Williams,391,Spain,other,33,4.0,189598.3039459837,3,1,1,47335.45588518091,0
1073,15319615,Lee,575,unknown,Male,31,5.0,142014.8178232628,3,1,0,179953.3307538135,1
1074,15915666,Williams,590,France,other,69,7.0,241500.23254014886,4,0,0,106287.09945971178,1
1075,15056972,Williams,673,Germany,other,67,,4442.82596304613,3,1,0,70506.39513423677,1
1076,15679581,Jones,522,Spain,Female,60,2.0,139754.56208210826,2,1,0,29356.925446028952,0
1077,15899871,Kim,327,Spain,Male,26,3.0,434.5513977635928,2,1,1,185030.26517667773,0
1078,15559460,Williams,791,unknown,Male,44,1.0,100020.98263738604,3,0,0,165874.46087547834,1
1079,15454771,Smith,612,France,other,39,0.0,44888.433385888326,1,0,0,31967.717750037504,0
1080,15795371,Muller,448,Spain,Male,52,9.0,69759.79043269083,1,0,0,10025.722723081515,1
1081,15806976,Brown,592,unknown,other,55,5.0,236704.18142414905,4,1,1,126405.96152705081,1
1082,15133174,Brown,586,Germany,Female,42,6.0,170151.71765818435,1,0,0,113095.48981793658,1
1083,15613420,Kim,673,Spain,other,68,6.0,130880.78707569827,3,99,0,10145.13033569382,1
1084,15258740,Williams,375,Germany,other,55,10.0,163357.20183418132,3,99,0,2103.926715285386,1
1085,15539940,Smith,325,Spain,Male,57,3.0,142629.84501864546,1,99,0,153292.33640246824,1
1086,15748346,Smith,349,Germany,Female,38,4.0,55217.35316020852,3,1,1,136188.64868501216,1
1087,15109072,Williams,610,Spain,other,40,0.0,86317.3319599887,2,0,1,161080.33301480685,1
1088,15061183,Garcia,545,Spain,Female,40,10.0,24041.936502553002,3,1,0,60574.98230791934,1
1089,15474345,Smith,789,Spain,Male,26,8.0,74268.14787840011,1,99,0,158874.61222538355,1
1090,15741216,Williams,369,Spain,Male,54,2.0,106516.52243176455,1,99,1,117061.63729136929,1
1091,15170515,Smith,371,Spain,Male,62,3.0,73911.78109882692,1,0,0,38334.02634903004,0
1092,15446227,Smith,434,France,Male,28,5.0,241737.1304562957,3,0,1,184497.2390876236,1
1093,15737385,Kim,725,Germany,Male,64,6.0,62587.334423854634,4,0,1,85433.32352397268,0
1094,15776223,Kim,771,France,other,32,6.0,4854.347322364838,4,0,1,53621.043748559205,1
1095,15782652,Brown,804,unknown,Male,54,8.0,157027.9779857838,3,0,1,32088.94717642893,1
1096,15197729,Kim,707,France,other,22,0.0,43918.567263416924,2,1,0,142903.57215251902,0
1097,15793582,Smith,806,France,Male,52,6.0,171474.43112894718,3,1,1,25482.422905092215,0
1098,15092120,Lee,677,Spain,other,62,6.0,18335.70042889471,1,99,0,113403.64946359297,0
1099,15719315,Muller,347,Spain,Male,50,9.0,163102.16704645398,3,1,0,18663.37106028546,0
1100,15340484,Lee,752,Germany,Female,48,9.0,,4,0,1,183836.66446738236,1
1101,15428574,Brown,516,Spain,Female,54,0.0,52642.70695545331,1,0,0,116556.57750096839,0
1102,15462750,Kim,726,Germany,Female,66,1.0,192482.9484716834,4,1,1,451.2343748954244,0
1103,15085761,Muller,580,France,Male,22,3.0,39939.36318512549,1,0,1,16841.781810486395,1
1104,15255555,Jones,840,France,other,20,3.0,115553.39350192333,1,1,0,172982.6804501767,0
1105,15434840,Jones,640,France,Female,61,8.0,224163.80621243193,1,1,0,106239.2192479154,0
1106,15520932,Kim,447,Germany,Female,64,0.0,209283.03952249372,3,0,0,148499.18827666956,0
1107,15574023,Jones,608,Germany,other,40,2.0,128850.91909845323,2,1,0,184343.85964595643,1
1108,15067077,Kim,542,Germany,Male,41,8.0,22809.88380646951,1,99,0,94779.17956343965,0
1109,15352911,Brown,604,unknown,other,54,9.0,142940.6313877891,2,0,0,16766.777620467834,0
1110,15154063,Kim,743,Germany,Male,65,10.0,166944.86178522656,2,1,1,48319.73087056232,1
1111,15361683,Williams,670,unknown,Male,44,4.0,110281.78274349151,1,1,0,37773.28060834632,1
1112,15476330,Kim,412,Germany,Female,19,4.0,107650.79621972684,1,99,0,142027.86957183905,0
1113,15139745,Jones,331,France,other,67,0.0,112427.9124829377,2,1,0,159586.10579667924,1
1114,15083475,Lee,644,unknown,Male,37,4.0,114848.44248013022,1,99,1,172513.18759918935,0
1115,15228096,Brown,437,unknown,Male,39,9.0,1503.7645874781617,1,99,0,8902.780517516041,0
1116,15775694,Garcia,335,France,Female,51,2.0,148387.44983696117,1,0,0,178189.54522589705,1
1117,15622517,Muller,437,Spain,other,43,6.0,24871.40067294718,3,0,1,119495.30817405833,1
1118,15466725,Brown,771,Germany,Male,22,2.0,89712.88455225792,1,1,0,169837.01477094728,0
1119,15332276,Jones,305,Spain,other,30,3.0,129285.27412197721,4,0,0,191240.82339163555,1
1120,15540386,Williams,842,unknown,Female,38,2.0,153503.9136368968,2,0,0,119950.07792545733,0
1121,15076148,Lee,680,Germany,Male,27,8.0,188616.53194495896,1,99,0,192227.63509976448,1
1122,15311119,Muller,692,France,Female,25,0.0,117214.12039458565,4,1,0,126986.92202177669,1
1123,15198433,Williams,330,Germany,Female,29,2.0,151772.56906381837,4,0,0,62985.8477866046,0
1124,15794514,Brown,659,unknown,Female,20,0.0,192605.77360381716,3,1,1,10939.203666549593,0
1125,15310185,Williams,843,France,Male,36,10.0,129944.84329934912,4,99,1,54447.02693962763,0
1126,15746309,Smith,694,unknown,Male,32,9.0,245377.09816905452,3,99,0,33688.571236678275,0
1127,15476692,Lee,493,France,Male,56,2.0,118917.30822089103,3,1,1,113341.65567570405,1
1128,15224803,Muller,349,France,other,30,5.0,118343.07414475115,1,99,1,126993.91345718413,1
1129,15213717,Brown,753,Germany,other,21,0.0,75454.7584424109,1,1,1,7573.244794154447,1
1130,15161935,Muller,425,France,Female,60,4.0,30560.062611288995,3,1,1,142559.75658528085,0
1131,15461454,Williams,739,Germany,Female,59,2.0,74334.85144400911,2,0,0,97557.07886324622,0
1132,15761601,Lee,730,Germany,Female,68,3.0,192514.3265171376,2,99,1,60805.28856058259,1
1133,15262044,Lee,635,Germany,Male,41,10.0,112124.67936991368,1,1,0,24542.216285526752,1
1134,15834684,Jones,661,Spain,Male,59,0.0,129415.98176423993,4,0,1,65225.603016254725,1
1135,15254723,Smith,390,unknown,Male,43,2.0,219162.0118809466,2,1,1,57180.20330722338,0
1136,15986202,Smith,644,Spain,other,34,4.0,160070.949993549,1,0,1,86059.8207238451,1
1137,15250353,Brown,517,France,Male,37,9.0,162401.48915232887,4,0,0,193245.84345838605,0
1138,15733322,Smith,383,Spain,other,25,1.0,2258.055689613658,2,1,1,145184.99587577645,0
1139,15190586,Muller,315,Germany,other,60,7.0,227424.2253730902,4,1,0,28633.740367053644,1
1140,15431410,Smith,760,Germany,Female,28,2.0,191614.1488139284,4,99,1,112193.73738776078,0
1141,15141949,Kim,380,unknown,Female,45,0.0,223464.57961929968,4,0,1,22748.39897933875,0
1142,15912475,Lee,828,unknown,other,38,3.0,209698.29143390653,1,1,1,152679.68412151298,0
1143,15577120,Lee,303,unknown,Female,51,0.0,196773.45998032208,4,99,0,175107.13345515553,1
1144,15069247,Muller,836,Spain,Male,41,2.0,13857.02151696922,1,0,0,56070.18455605002,1
1145,15072358,Lee,638,France,Male,60,2.0,240985.75686511045,3,1,0,25274.290854287716,1
1146,15839406,Jones,579,Germany,Male,37,6.0,2053.720329339227,3,1,0,134200.74995543927,0
1147,15066038,Williams,569,France,Male,65,2.0,21912.58269291712,1,0,0,60494.16519853971,0
1148,15408572,Lee,547,Spain,Female,32,3.0,83364.78310970901,4,0,1,109578.51387833315,0
1149,15785071,Smith,391,unknown,Male,47,3.0,218068.22927947366,1,1,1,130584.8913523837,0
1150,15361328,Brown,373,Germany,Female,29,5.0,223856.01450021303,4,99,1,114754.2505804737,1
1151,15394836,Muller,482,Germany,Male,39,10.0,137028.75326199806,4,1,1,191116.01769127644,1
1152,15511077,Smith,551,Germany,Female,27,6.0,189208.07077669527,2,0,1,145004.7267067969,1
1153,15443259,Muller,619,Germany,Male,51,6.0,127931.02129622956,3,0,0,71411.59600264528,0
1154,15186889,Kim,669,unknown,Female,30,0.0,73137.42508752264,1,99,0,130999.33782916125,1
1155,15950007,Garcia,372,Spain,Male,38,9.0,157402.1439799029,3,0,0,160322.50346624473,1
1156,15721538,Smith,724,Germany,Female,68,7.0,184748.99987625313,3,1,1,146166.4907432867,0
1157,15543828,Kim,417,unknown,Male,41,0.0,145383.36372678663,3,99,0,103625.29894753292,0
1158,15190320,Muller,542,Spain,Female,48,6.0,114519.1294381481,1,99,0,134891.43193793687,1
1159,15534251,Lee,577,France,other,40,8.0,38244.396088446476,2,99,1,141225.85268177837,1
1160,15442059,Brown,489,France,other,56,1.0,22346.658693705802,1,99,0,67243.54254586517,0
1161,15709923,Brown,739,unknown,Female,20,10.0,195989.03592889008,4,1,0,70187.21620200234,0
1162,15857701,Williams,365,Spain,Female,52,0.0,2485.9146815806416,4,99,0,65324.750452011125,1
1163,15234778,Williams,586,unknown,Male,45,0.0,159304.4235517547,4,1,1,35304.59549490917,1
1164,15152559,Jones,556,France,Female,19,6.0,113325.15125422666,1,0,0,9959.874838281286,0
1165,15393534,Garcia,769,unknown,Female,51,10.0,93905.75412289555,2,1,1,97532.37680136466,0
1166,15876689,Williams,510,Spain,other,35,3.0,13636.696405799934,2,0,1,107443.64032966229,1
1167,15920780,Brown,404,unknown,Male,66,9.0,108510.8381463933,2,1,0,8281.674392408626,0
1168,15822282,Brown,575,France,other,58,7.0,200764.82556120635,1,0,0,23800.914921123822,1
1169,15546645,Muller,460,Germany,other,36,8.0,228062.5319285669,3,0,1,35112.90727633125,1
1170,15725217,Smith,369,unknown,Female,31,8.0,37829.522480202206,2,99,0,164661.3503030531,0
1171,15612220,Muller,360,Spain,Female,49,5.0,,1,0,1,15036.605500299647,0
1172,15219734,Garcia,647,France,other,23,8.0,97248.23005479139,1,0,1,102164.64054627268,1
1173,15455199,Williams,425,Spain,Female,69,1.0,155783.49043775225,2,0,0,99633.97534644653,1
1174,15899573,Smith,553,Germany,Male,42,5.0,37117.96367105488,4,99,1,115765.70863342415,1
1175,15100826,Jones,343,France,Female,58,5.0,190117.43158669336,3,0,0,74593.6370946177,0
1176,15888763,Lee,718,unknown,Female,56,5.0,135875.43952076513,2,99,0,130979.6545355386,0
1177,15357123,Garcia,725,Germany,other,21,2.0,146498.3439491123,3,1,1,81784.9156737845,0
1178,15181689,Lee,466,Spain,other,34,10.0,235946.11919404846,1,0,0,105345.63952490423,1
1179,15839116,Jones,561,Spain,other,36,3.0,63955.81396879242,2,99,1,65560.06878633627,1
1180,15195603,Smith,820,Spain,Female,42,6.0,175360.919196351,2,0,1,144736.76487679523,1
1181,15826612,Jones,458,Spain,Female,20,6.0,230741.86491155153,3,0,1,167072.87269281514,1
1182,15774037,Muller,411,Spain,Female,45,2.0,240827.93435010224,1,99,0,,0
1183,15988662,Jones,415,Germany,other,39,6.0,148217.68921954973,3,1,1,115949.22892081396,0
1184,15477780,Brown,499,Spain,Male,63,9.0,34311.576406505286,1,0,0,133020.50633554914,1
1185,15078370,Muller,306,Spain,other,27,7.0,231973.57163386082,3,99,1,122519.35328463372,1
1186,15053305,Muller,676,unknown,other,27,3.0,197261.89988716698,4,1,0,75157.00117545573,0
1187,15807060,Williams,763,Germany,other,62,0.0,129056.72865158894,4,99,1,143704.92195982227,0
1188,15404541,Smith,447,France,other,28,10.0,87401.1054606052,3,1,1,71656.09086626988,0
1189,15472628,Jones,497,Spain,Female,19,4.0,61675.1921878524,4,0,0,24196.792901039647,0
1190,15595514,Brown,735,unknown,Male,29,6.0,202120.35938204272,1,99,0,14264.050804918303,0
1191,15279822,Williams,355,Germany,Male,31,10.0,218805.01525569026,3,0,1,126805.60976558608,1
1192,15571988,Garcia,424,France,Male,20,3.0,117173.94130380613,2,99,0,178723.63969167322,1
1193,15261379,Williams,416,Spain,Male,34,1.0,182011.43157328444,3,1,1,38851.530519232234,0
1194,15239205,Jones,569,Germany,Female,24,0.0,112567.67040636577,4,1,1,116051.04263504363,1
1195,15775860,Brown,574,Spain,other,34,4.0,57445.890365115854,1,1,1,167898.20017310648,0
1196,15656359,Jones,739,Spain,other,36,3.0,87174.7541755384,4,99,0,13596.529001921013,0
1197,15460093,Smith,382,Spain,Female,53,4.0,207918.26772284505,2,99,0,79059.78641127134,0
1198,15292472,Muller,362,Germany,Female,20,9.0,131743.4503611909,2,99,1,34768.78263045671,0
1199,15691477,Brown,620,France,Female,39,7.0,147637.73609136787,1,99,1,156052.8891396416,0
1200,15912412,Jones,744,Spain,other,38,7.0,162559.2111967982,1,99,0,41985.351348465214,0
1201,15427340,Lee,367,Spain,Male,40,3.0,229639.939773145,4,0,1,167884.43206756332,1
1202,15382663,Smith,742,Germany,other,47,3.0,44140.52726522181,3,99,1,121676.3807025489,1
1203,15645716,Kim,317,Germany,Female,28,6.0,216886.52892707402,3,99,0,188557.10282864157,0
1204,15880080,Lee,773,unknown,Female,66,6.0,21443.111036300448,3,1,1,42565.27142795649,1
1205,15685452,Lee,623,unknown,Male,43,9.0,13285.430778226408,1,99,1,102187.26148146318,0
1206,15834645,Smith,475,France,other,52,1.0,127701.2445999039,1,0,0,196466.69937767193,0
1207,15587148,Jones,850,Spain,other,48,2.0,118536.27693054933,1,0,1,39472.3524571878,1
1208,15205000,Muller,665,France,Female,66,1.0,208132.05234228927,2,0,1,154059.01638971193,1
1209,15596387,Jones,839,France,other,33,9.0,25541.296330278918,3,0,1,182775.25893489757,0
1210,15042883,Smith,726,Germany,Female,27,4.0,180693.64943230688,4,99,0,160529.3113923303,0
1211,15281526,Garcia,821,Spain,Male,64,7.0,165412.2620008647,4,99,0,199932.95332697383,1
1212,15134110,Brown,580,Germany,Male,18,4.0,11113.198358722211,1,1,1,67154.47899127193,0
1213,15468350,Brown,624,France,other,69,0.0,168247.240774608,4,1,1,22286.166980991962,1
1214,15869003,Williams,456,Spain,Male,67,3.0,95318.16962935404,4,0,0,24652.966255786025,1
1215,15576543,,304,France,other,52,7.0,146975.3846110912,1,1,0,155036.84736339597,1
1216,15816504,Williams,609,France,Female,21,2.0,203443.01226539593,2,0,0,158794.29729726134,0
1217,15764658,Smith,507,unknown,Male,50,2.0,27066.723371835724,2,1,1,136242.05243531897,1
1218,15705249,Jones,329,France,Male,43,6.0,40834.21118521751,1,99,1,37264.31616612416,1
1219,15774446,Smith,337,unknown,Female,51,8.0,150694.87304773828,1,99,1,160669.8993883463,1
1220,15912279,Muller,573,unknown,other,41,4.0,225951.34138331187,3,99,1,36644.002261239504,0
1221,15808252,Muller,839,Spain,Male,48,5.0,27536.57670248026,3,0,1,17103.58078703924,0
1222,15132085,Smith,572,Spain,Female,69,2.0,78684.85682728919,2,1,0,195303.43613971496,0
1223,15923704,Jones,838,unknown,other,66,5.0,61246.25842801909,4,0,0,40773.45664256645,0
1224,15246938,Muller,479,Spain,other,50,7.0,,4,99,0,198760.38800090624,0
1225,15570941,Smith,459,unknown,other,62,4.0,115392.09867039256,4,99,0,134245.10041025985,1
1226,15937249,Jones,634,Spain,Male,43,6.0,106163.08679624328,1,0,0,72167.92807974305,0
1227,15502447,Muller,345,France,Male,37,6.0,82931.60017328933,1,0,0,71777.551934736,1
1228,15197173,Lee,340,Germany,other,60,4.0,7574.663095613773,2,1,1,143329.43591797043,1
1229,15088794,Muller,687,unknown,Female,44,8.0,51772.08126792406,2,99,0,180672.0589429166,0
1230,15434486,Jones,369,Spain,Male,35,8.0,471.64576481153995,3,0,1,15012.941802446776,0
1231,15719223,Williams,414,France,Female,21,0.0,86243.44866198687,3,0,0,154804.1491822729,1
1232,15485300,Kim,696,Germany,Male,35,,146359.58334476466,2,99,1,169468.52249269048,1
1233,15439136,Kim,429,Spain,Female,33,3.0,173117.38648045898,4,0,0,96323.66944250841,1
1234,15544099,Muller,768,Spain,Male,26,5.0,145486.88277619568,2,99,1,132253.61156439525,1
1235,15089229,Brown,532,Germany,Female,55,,146319.75595201505,1,0,1,85877.76056909398,1
1236,15419159,Lee,545,Spain,other,35,7.0,232461.8921094877,3,0,1,67134.35347655491,1
1237,15531150,Jones,677,Spain,other,56,5.0,88604.13474445394,3,99,1,112111.2700730343,1
1238,15138639,Kim,630,Spain,other,25,4.0,163488.0015208579,1,1,0,12479.483060633433,1
1239,15831971,Muller,677,unknown,Female,44,5.0,183423.10185925383,1,99,1,74108.66669007264,1
1240,15949485,Williams,304,unknown,Female,30,4.0,135317.035437165,4,99,0,141456.9223660167,0
1241,15356332,Kim,375,France,Female,18,0.0,212946.2375442014,4,0,0,37512.770070902836,1
1242,15371373,Kim,396,France,other,35,2.0,190704.72341754203,4,0,0,172054.58616112117,1
1243,15569911,Williams,749,France,Male,51,3.0,10707.78261211173,4,1,0,32780.91037266343,0
1244,15268905,Muller,500,Germany,Male,21,1.0,12316.705251118527,4,0,0,137151.42762993957,1
1245,15990974,Smith,569,Germany,Male,59,7.0,13707.2164639743,3,0,0,85764.3863719496,1
1246,15239733,Garcia,801,Germany,Male,26,8.0,105377.57920779707,3,99,1,151493.90821034307,1
1247,15734665,Smith,751,France,Female,56,3.0,105744.65383835959,4,0,1,164535.39406945664,0
1248,15752050,Jones,442,Germany,Male,50,2.0,3117.1645580876043,1,1,0,116191.28925985246,1
1249,15681255,Brown,747,unknown,Female,19,2.0,157938.0136326325,2,1,1,108256.56421980416,0
1250,15812007,Jones,830,unknown,other,40,4.0,62232.809382242514,1,1,1,153366.7357701881,1
1251,15546639,Smith,625,France,other,33,9.0,32914.54931425934,4,99,1,93371.25232042967,1
1252,15483949,Kim,817,Germany,Male,41,5.0,128999.95355867957,2,1,1,445.6772248418666,1
1253,15401125,Kim,554,Spain,Male,68,6.0,173172.73949890083,2,0,1,8.059242429858193,0
1254,15179248,Smith,679,Spain,other,30,9.0,243378.87944806417,4,99,0,11696.418439650068,1
1255,15613225,Garcia,574,France,other,49,1.0,217177.5699703592,3,1,0,60349.132186462266,1
1256,15542672,Smith,761,France,Female,49,4.0,175145.0598553172,3,0,0,40699.88349572917,1
1257,15241199,Garcia,384,France,other,40,1.0,69311.13002915571,1,1,1,115520.68009293459,0
1258,15320661,Kim,828,Germany,other,29,3.0,243717.95216354687,4,1,0,138744.6676671311,1
1259,15274773,Lee,602,Germany,Male,44,7.0,26858.266839304913,2,0,1,57143.76495875798,1
1260,15892287,Brown,666,Germany,Male,40,2.0,78105.83871618942,3,99,0,118913.4352705636,1
1261,15448394,Jones,443,Spain,Male,20,4.0,172012.5330666323,3,0,0,104059.05098537152,0
1262,15839788,Kim,551,unknown,Male,38,7.0,50080.1779868121,3,99,1,199119.8637803004,0
1263,15426802,Brown,434,Germany,Female,42,3.0,11701.511153719568,3,99,1,108989.51907664085,1
1264,15618503,Garcia,473,Spain,Female,20,5.0,118202.01411931393,4,0,0,167258.04526313316,0
1265,15137938,Brown,615,Germany,Male,28,1.0,146180.299184144,3,1,0,70061.33702070781,1
1266,15646162,Jones,781,Germany,Female,51,8.0,119757.72528067937,3,99,0,107482.28743350056,0
1267,15677361,Muller,609,France,other,69,3.0,63475.452010577326,3,99,1,137629.18597330275,0
1268,15366807,Smith,310,unknown,Male,18,6.0,177300.70149355527,3,0,0,92762.9461903532,1
1269,15043672,Lee,568,unknown,Female,21,10.0,554.3395600276403,1,1,1,179862.5477644258,0
1270,15955941,Williams,594,Germany,Male,63,6.0,188357.90328268448,3,99,0,130825.77456942874,0
1271,15923844,Jones,459,France,other,30,2.0,100962.77001422909,1,0,1,193046.32851776437,1
1272,15963623,Kim,824,Spain,Male,57,2.0,219521.3652740099,2,99,0,78743.41304529081,1
1273,15535407,Muller,667,unknown,other,59,9.0,37385.396184604055,1,0,1,156072.65217169252,1
1274,15662293,Brown,396,unknown,Female,51,5.0,175936.93490540408,1,1,1,172130.19735747314,1
1275,15590912,Jones,548,unknown,Female,41,4.0,152358.9137653683,3,1,1,45453.95775618274,0
1276,15689656,Kim,330,unknown,Male,38,2.0,57943.90526848825,1,0,1,3851.2194056268145,0
1277,15492085,Lee,720,unknown,Male,29,,249897.3818220158,2,0,1,5289.796587886429,0
1278,15538365,Williams,468,Germany,other,21,2.0,199193.58345931466,3,0,1,164027.25421499283,1
1279,15240487,Williams,311,Germany,Female,41,9.0,104881.82844435581,3,0,0,104422.7114659509,0
1280,15158005,Lee,341,Spain,Female,55,5.0,175432.07610642136,3,99,0,107838.58368021245,0
1281,15920662,Smith,661,Germany,Male,50,0.0,227107.3286505533,2,0,0,161886.78056793337,1
1282,15342753,Lee,622,France,Male,53,4.0,219103.84160791934,1,0,1,171911.71031674085,0
1283,15056235,Lee,550,Spain,Male,27,6.0,239912.58217136492,2,1,0,167644.8549150904,0
1284,15167879,Brown,760,Germany,other,69,0.0,245766.08685326288,1,0,0,165546.77104245164,0
1285,15030218,Smith,368,unknown,other,38,10.0,11954.530288372162,4,0,0,46461.68158698949,1
1286,15229523,Smith,547,Spain,Female,24,9.0,209370.8592114772,3,0,0,53080.77902571004,0
1287,15299914,Jones,629,France,Male,29,9.0,100021.42985427573,4,99,0,165678.64817293186,0
1288,15490998,Williams,439,Spain,Female,52,10.0,142288.46481333594,2,1,1,127045.55426468766,0
1289,15464713,Jones,399,France,Female,52,2.0,248234.15949922896,1,0,0,182925.20288509192,0
1290,15272818,Jones,545,Germany,Female,42,,33218.90196366584,2,1,0,51133.903908251596,0
1291,15996927,Williams,512,France,Male,47,10.0,31744.40516178835,2,1,1,19867.49990612217,1
1292,15674618,Lee,329,Germany,other,19,6.0,206775.2866583595,2,0,0,66177.35701927035,1
1293,15236401,Garcia,603,Spain,other,67,7.0,225421.281839711,1,99,0,179607.68152531498,0
1294,15794697,Lee,722,unknown,other,34,3.0,132419.60035567963,2,99,1,46482.87009940844,1
1295,15899897,Muller,461,unknown,Female,32,3.0,67146.84766121591,4,99,1,47887.444655329804,0
1296,15224010,Jones,825,France,Female,67,7.0,167046.16500697634,1,0,0,150708.29178716236,0
1297,15385025,Muller,477,Germany,Male,20,3.0,202785.4475234788,1,99,1,170912.14919062643,0
1298,15265445,Garcia,678,Germany,Female,26,,187255.07523466434,3,1,0,55220.4263625442,1
1299,15002642,Jones,721,unknown,Female,69,8.0,33953.381925042166,2,1,0,,0
1300,15891859,Williams,547,Germany,Male,18,5.0,127339.99500534308,3,1,1,127439.11911357328,1
1301,15211329,Kim,804,Spain,Female,39,0.0,176032.86943500806,1,0,1,32145.434082704272,0
1302,15781278,Garcia,753,France,Male,46,4.0,178452.32437553525,3,0,0,30314.594597982577,0
1303,15689635,Jones,572,Germany,Female,18,10.0,147057.0200893358,3,99,0,52658.15121454502,1
1304,15315100,Brown,590,Germany,Male,32,9.0,36123.97035492082,3,99,1,197498.43002398117,0
1305,15096162,Muller,827,unknown,Female,48,2.0,194658.53256550187,4,0,1,39959.788580470384,1
1306,15809466,Jones,728,Spain,other,32,1.0,177081.52606054072,4,0,0,26150.160014161014,1
